x	y	temp	time	received_request	a	r	sp_x	sp_y	sp_temp	sp_time	sp_received_request
1	10	1	1	false	1	0	1	10	1	1	false
1	10	1	1	false	4	-5.0	2	10	1	1	false
2	10	1	1	false	4	-5.0	3	10	1	1	false
3	10	1	1	false	3	-5.0	2	10	1	1	false
2	10	1	1	false	2	-5.0	2	9	1	1	false
2	9	1	1	false	3	-5.0	1	9	1	1	false
1	9	1	1	false	4	-5.0	2	9	1	1	false
2	9	1	1	false	4	-5.0	3	9	1	1	false
3	9	1	1	false	4	-5.0	4	9	1	1	false
4	9	1	1	false	2	-5.0	4	8	1	1	false
4	8	1	1	false	4	-5.0	5	8	1	1	false
5	8	1	1	false	5	0	5	8	1	1	false
5	8	1	1	false	1	0	5	8	1	1	false
5	8	1	1	false	5	0	5	8	1	1	false
5	8	1	1	false	2	-5.0	5	7	1	1	false
5	7	1	1	false	5	0	5	7	1	1	false
5	7	1	1	false	4	-5.0	6	7	1	1	false
6	7	1	1	false	4	-5.0	7	7	1	1	false
7	7	1	1	false	4	-5.0	8	7	1	1	false
8	7	1	1	false	5	0	8	7	1	1	false
8	7	1	1	false	5	0	8	7	1	1	false
8	7	1	1	false	4	0	8	7	1	1	false
8	7	1	1	false	2	0	8	7	1	1	false
8	7	1	1	false	5	0	8	7	1	1	false
8	7	1	1	false	4	-5.0	9	7	1	1	false
9	7	1	1	false	1	-5.0	9	8	1	1	false
9	8	1	1	false	4	-5.0	10	8	1	1	false
10	8	1	1	false	1	-5.0	10	9	1	1	false
10	9	1	1	false	1	-5.0	10	10	1	1	false
10	10	1	1	false	3	995.0	9	10	1	1	true
2	10	1	1	false	2	-5.0	2	9	1	1	false
2	9	1	1	false	4	-5.0	3	9	1	1	false
3	9	1	1	false	2	-5.0	3	8	1	1	false
3	8	1	1	false	4	-5.0	4	8	1	1	false
4	8	1	1	false	1	-5.0	4	9	1	1	false
4	9	1	1	false	1	-5.0	4	10	1	1	false
4	10	1	1	false	1	0	4	10	1	1	false
4	10	1	1	false	2	-5.0	4	9	1	1	false
4	9	1	1	false	3	-5.0	3	9	1	1	false
3	9	1	1	false	2	-5.0	3	8	1	1	false
3	8	1	1	false	1	-5.0	3	9	1	1	false
3	9	1	1	false	3	0	3	9	1	1	false
3	9	1	1	false	4	-5.0	4	9	1	1	false
4	9	1	1	false	5	0	4	9	1	1	false
4	9	1	1	false	4	995.0	5	9	1	1	true
3	1	1	1	false	3	0	3	1	1	1	false
3	1	1	1	false	5	0	3	1	1	1	false
3	1	1	1	false	5	0	3	1	1	1	false
3	1	1	1	false	3	-5.0	2	1	1	1	false
2	1	1	1	false	5	0	2	1	1	1	false
2	1	1	1	false	5	0	2	1	1	1	false
2	1	1	1	false	4	-5.0	3	1	1	1	false
3	1	1	1	false	1	-5.0	3	2	1	1	false
3	2	1	1	false	5	0	3	2	1	1	false
3	2	1	1	false	3	-5.0	2	2	1	1	false
2	2	1	1	false	1	-5.0	2	3	1	1	false
2	3	1	1	false	1	995.0	2	4	1	1	true
3	2	1	1	false	4	995.0	4	2	1	1	true
3	3	1	1	false	4	-5.0	4	3	1	1	false
4	3	1	1	false	5	0	4	3	1	1	false
4	3	1	1	false	3	995.0	3	3	1	1	true
3	4	1	1	false	4	0	3	4	1	1	false
3	4	1	1	false	4	995.0	4	4	1	1	true
3	5	1	1	false	2	-5.0	3	4	1	1	false
3	4	1	1	false	3	995.0	2	4	1	1	true
3	6	1	1	false	5	0	3	6	1	1	false
3	6	1	1	false	5	0	3	6	1	1	false
3	6	1	1	false	4	-5.0	4	6	1	1	false
4	6	1	1	false	1	-5.0	4	7	1	1	false
4	7	1	1	false	5	0	4	7	1	1	false
4	7	1	1	false	5	0	4	7	1	1	false
4	7	1	1	false	1	0	4	7	1	1	false
4	7	1	1	false	3	-5.0	3	7	1	1	false
3	7	1	1	false	4	-5.0	4	7	1	1	false
4	7	1	1	false	5	0	4	7	1	1	false
4	7	1	1	false	5	0	4	7	1	1	false
4	7	1	1	false	3	-5.0	3	7	1	1	false
3	7	1	1	false	2	-5.0	3	6	1	1	false
3	6	1	1	false	2	0	3	6	1	1	false
3	6	1	1	false	3	995.0	2	6	1	1	true
3	7	1	1	false	5	0	3	7	1	1	false
3	7	1	1	false	1	-5.0	3	8	1	1	false
3	8	1	1	false	4	-5.0	4	8	1	1	false
4	8	1	1	false	5	0	4	8	1	1	false
4	8	1	1	false	3	-5.0	3	8	1	1	false
3	8	1	1	false	4	0	3	8	1	1	false
3	8	1	1	false	5	0	3	8	1	1	false
3	8	1	1	false	5	0	3	8	1	1	false
3	8	1	1	false	1	-5.0	3	9	1	1	false
3	9	1	1	false	2	0	3	9	1	1	false
3	9	1	1	false	3	-5.0	2	9	1	1	false
2	9	1	1	false	4	-5.0	3	9	1	1	false
3	9	1	1	false	2	-5.0	3	8	1	1	false
3	8	1	1	false	2	-5.0	3	7	1	1	false
3	7	1	1	false	1	0	3	7	1	1	false
3	7	1	1	false	1	-5.0	3	8	1	1	false
3	8	1	1	false	5	0	3	8	1	1	false
3	8	1	1	false	2	-5.0	3	7	1	1	false
3	7	1	1	false	5	0	3	7	1	1	false
3	7	1	1	false	1	-5.0	3	8	1	1	false
3	8	1	1	false	1	-5.0	3	9	1	1	false
3	9	1	1	false	1	-5.0	3	10	1	1	false
3	10	1	1	false	3	-5.0	2	10	1	1	false
2	10	1	1	false	1	0	2	10	1	1	false
2	10	1	1	false	2	-5.0	2	9	1	1	false
2	9	1	1	false	3	-5.0	1	9	1	1	false
1	9	1	1	false	4	0	1	9	1	1	false
1	9	1	1	false	4	-5.0	2	9	1	1	false
2	9	1	1	false	2	-5.0	2	8	1	1	false
2	8	1	1	false	3	995.0	1	8	1	1	true
3	8	1	1	false	1	-5.0	3	9	1	1	false
3	9	1	1	false	5	0	3	9	1	1	false
3	9	1	1	false	2	-5.0	3	8	1	1	false
3	8	1	1	false	4	-5.0	4	8	1	1	false
4	8	1	1	false	2	-5.0	4	7	1	1	false
4	7	1	1	false	5	0	4	7	1	1	false
4	7	1	1	false	3	-5.0	3	7	1	1	false
3	7	1	1	false	1	-5.0	3	8	1	1	false
3	8	1	1	false	3	-5.0	2	8	1	1	false
2	8	1	1	false	5	0	2	8	1	1	false
2	8	1	1	false	2	0	2	8	1	1	false
2	8	1	1	false	2	995.0	2	7	1	1	true
3	9	1	1	false	3	0	3	9	1	1	false
3	9	1	1	false	1	-5.0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	2	-5.0	3	9	1	1	false
3	9	1	1	false	3	-5.0	2	9	1	1	false
2	9	1	1	false	5	0	2	9	1	1	false
2	9	1	1	false	2	-5.0	2	8	1	1	false
2	8	1	1	false	2	995.0	2	7	1	1	true
3	10	1	1	false	4	-5.0	4	10	1	1	false
4	10	1	1	false	4	-5.0	5	10	1	1	false
5	10	1	1	false	5	0	5	10	1	1	false
5	10	1	1	false	1	0	5	10	1	1	false
5	10	1	1	false	2	995.0	5	9	1	1	true
4	1	1	1	false	2	0	4	1	1	1	false
4	1	1	1	false	5	0	4	1	1	1	false
4	1	1	1	false	4	-5.0	5	1	1	1	false
5	1	1	1	false	2	0	5	1	1	1	false
5	1	1	1	false	5	0	5	1	1	1	false
5	1	1	1	false	5	0	5	1	1	1	false
5	1	1	1	false	3	-5.0	4	1	1	1	false
4	1	1	1	false	5	0	4	1	1	1	false
4	1	1	1	false	4	-5.0	5	1	1	1	false
5	1	1	1	false	2	0	5	1	1	1	false
5	1	1	1	false	2	0	5	1	1	1	false
5	1	1	1	false	4	-5.0	6	1	1	1	false
6	1	1	1	false	1	-5.0	6	2	1	1	false
6	2	1	1	false	5	0	6	2	1	1	false
6	2	1	1	false	3	-5.0	5	2	1	1	false
5	2	1	1	false	2	-5.0	5	1	1	1	false
5	1	1	1	false	3	-5.0	4	1	1	1	false
4	1	1	1	false	1	995.0	4	2	1	1	true
4	2	1	1	false	2	-5.0	4	1	1	1	false
4	1	1	1	false	5	0	4	1	1	1	false
4	1	1	1	false	3	-5.0	3	1	1	1	false
3	1	1	1	false	5	0	3	1	1	1	false
3	1	1	1	false	3	-5.0	2	1	1	1	false
2	1	1	1	false	5	0	2	1	1	1	false
2	1	1	1	false	5	0	2	1	1	1	false
2	1	1	1	false	2	0	2	1	1	1	false
2	1	1	1	false	3	-5.0	1	1	1	1	false
1	1	1	1	false	2	0	1	1	1	1	false
1	1	1	1	false	3	0	1	1	1	1	false
1	1	1	1	false	1	-5.0	1	2	1	1	false
1	2	1	1	false	3	0	1	2	1	1	false
1	2	1	1	false	3	0	1	2	1	1	false
1	2	1	1	false	2	-5.0	1	1	1	1	false
1	1	1	1	false	1	-5.0	1	2	1	1	false
1	2	1	1	false	5	0	1	2	1	1	false
1	2	1	1	false	4	-5.0	2	2	1	1	false
2	2	1	1	false	1	-5.0	2	3	1	1	false
2	3	1	1	false	3	0	2	3	1	1	false
2	3	1	1	false	2	-5.0	2	2	1	1	false
2	2	1	1	false	3	-5.0	1	2	1	1	false
1	2	1	1	false	2	-5.0	1	1	1	1	false
1	1	1	1	false	5	0	1	1	1	1	false
1	1	1	1	false	1	-5.0	1	2	1	1	false
1	2	1	1	false	5	0	1	2	1	1	false
1	2	1	1	false	2	-5.0	1	1	1	1	false
1	1	1	1	false	3	0	1	1	1	1	false
1	1	1	1	false	4	-5.0	2	1	1	1	false
2	1	1	1	false	5	0	2	1	1	1	false
2	1	1	1	false	1	-5.0	2	2	1	1	false
2	2	1	1	false	1	-5.0	2	3	1	1	false
2	3	1	1	false	4	995.0	3	3	1	1	true
4	3	1	1	false	5	0	4	3	1	1	false
4	3	1	1	false	2	995.0	4	2	1	1	true
4	4	1	1	false	2	-5.0	4	3	1	1	false
4	3	1	1	false	4	995.0	5	3	1	1	true
4	5	1	1	false	4	-5.0	5	5	1	1	false
5	5	1	1	false	3	995.0	4	5	1	1	true
4	6	1	1	false	2	995.0	4	5	1	1	true
4	7	1	1	false	4	0	4	7	1	1	false
4	7	1	1	false	1	-5.0	4	8	1	1	false
4	8	1	1	false	3	-5.0	3	8	1	1	false
3	8	1	1	false	5	0	3	8	1	1	false
3	8	1	1	false	2	-5.0	3	7	1	1	false
3	7	1	1	false	5	0	3	7	1	1	false
3	7	1	1	false	1	0	3	7	1	1	false
3	7	1	1	false	2	0	3	7	1	1	false
3	7	1	1	false	3	0	3	7	1	1	false
3	7	1	1	false	1	-5.0	3	8	1	1	false
3	8	1	1	false	1	0	3	8	1	1	false
3	8	1	1	false	3	-5.0	2	8	1	1	false
2	8	1	1	false	4	-5.0	3	8	1	1	false
3	8	1	1	false	1	-5.0	3	9	1	1	false
3	9	1	1	false	5	0	3	9	1	1	false
3	9	1	1	false	1	-5.0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	3	-5.0	2	10	1	1	false
2	10	1	1	false	4	-5.0	3	10	1	1	false
3	10	1	1	false	2	-5.0	3	9	1	1	false
3	9	1	1	false	5	0	3	9	1	1	false
3	9	1	1	false	2	-5.0	3	8	1	1	false
3	8	1	1	false	3	-5.0	2	8	1	1	false
2	8	1	1	false	2	995.0	2	7	1	1	true
4	8	1	1	false	3	0	4	8	1	1	false
4	8	1	1	false	1	-5.0	4	9	1	1	false
4	9	1	1	false	4	995.0	5	9	1	1	true
4	9	1	1	false	1	0	4	9	1	1	false
4	9	1	1	false	4	995.0	5	9	1	1	true
4	10	1	1	false	1	0	4	10	1	1	false
4	10	1	1	false	2	-5.0	4	9	1	1	false
4	9	1	1	false	4	995.0	5	9	1	1	true
5	1	1	1	false	1	-5.0	5	2	1	1	false
5	2	1	1	false	1	995.0	5	3	1	1	true
5	2	1	1	false	1	995.0	5	3	1	1	true
5	3	1	1	false	1	995.0	5	3	1	1	true
5	4	1	1	false	1	995.0	5	4	1	1	true
5	5	1	1	false	2	0	5	5	1	1	false
5	5	1	1	false	1	995.0	5	6	1	1	true
5	6	1	1	false	4	-5.0	6	6	1	1	false
6	6	1	1	false	5	0	6	6	1	1	false
6	6	1	1	false	3	995.0	5	6	1	1	true
5	7	1	1	false	4	-5.0	6	7	1	1	false
6	7	1	1	false	5	0	6	7	1	1	false
6	7	1	1	false	3	-5.0	5	7	1	1	false
5	7	1	1	false	4	-5.0	6	7	1	1	false
6	7	1	1	false	5	0	6	7	1	1	false
6	7	1	1	false	2	-5.0	6	6	1	1	false
6	6	1	1	false	5	0	6	6	1	1	false
6	6	1	1	false	4	-5.0	7	6	1	1	false
7	6	1	1	false	1	-5.0	7	7	1	1	false
7	7	1	1	false	2	-5.0	7	6	1	1	false
7	6	1	1	false	1	-5.0	7	7	1	1	false
7	7	1	1	false	4	-5.0	8	7	1	1	false
8	7	1	1	false	4	-5.0	9	7	1	1	false
9	7	1	1	false	4	-5.0	10	7	1	1	false
10	7	1	1	false	1	0	10	7	1	1	false
10	7	1	1	false	1	-5.0	10	8	1	1	false
10	8	1	1	false	4	0	10	8	1	1	false
10	8	1	1	false	5	0	10	8	1	1	false
10	8	1	1	false	2	-5.0	10	7	1	1	false
10	7	1	1	false	5	0	10	7	1	1	false
10	7	1	1	false	2	-5.0	10	6	1	1	false
10	6	1	1	false	5	0	10	6	1	1	false
10	6	1	1	false	5	0	10	6	1	1	false
10	6	1	1	false	2	-5.0	10	5	1	1	false
10	5	1	1	false	3	-5.0	9	5	1	1	false
9	5	1	1	false	5	0	9	5	1	1	false
9	5	1	1	false	2	0	9	5	1	1	false
9	5	1	1	false	2	-5.0	9	4	1	1	false
9	4	1	1	false	5	0	9	4	1	1	false
9	4	1	1	false	5	0	9	4	1	1	false
9	4	1	1	false	2	995.0	9	3	1	1	true
5	8	1	1	false	2	-5.0	5	7	1	1	false
5	7	1	1	false	5	0	5	7	1	1	false
5	7	1	1	false	1	-5.0	5	8	1	1	false
5	8	1	1	false	2	-5.0	5	7	1	1	false
5	7	1	1	false	4	0	5	7	1	1	false
5	7	1	1	false	4	0	5	7	1	1	false
5	7	1	1	false	5	0	5	7	1	1	false
5	7	1	1	false	4	-5.0	6	7	1	1	false
6	7	1	1	false	4	-5.0	7	7	1	1	false
7	7	1	1	false	3	-5.0	6	7	1	1	false
6	7	1	1	false	3	-5.0	5	7	1	1	false
5	7	1	1	false	4	-5.0	6	7	1	1	false
6	7	1	1	false	2	-5.0	6	6	1	1	false
6	6	1	1	false	3	995.0	5	6	1	1	true
5	9	1	1	false	3	-5.0	4	9	1	1	false
4	9	1	1	false	1	0	4	9	1	1	false
4	9	1	1	false	1	-5.0	4	10	1	1	false
4	10	1	1	false	1	0	4	10	1	1	false
4	10	1	1	false	1	0	4	10	1	1	false
4	10	1	1	false	3	-5.0	3	10	1	1	false
3	10	1	1	false	2	-5.0	3	9	1	1	false
3	9	1	1	false	5	0	3	9	1	1	false
3	9	1	1	false	1	-5.0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	3	0	3	10	1	1	false
3	10	1	1	false	3	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	4	-5.0	4	10	1	1	false
4	10	1	1	false	1	0	4	10	1	1	false
4	10	1	1	false	3	-5.0	3	10	1	1	false
3	10	1	1	false	3	-5.0	2	10	1	1	false
2	10	1	1	false	3	-5.0	1	10	1	1	false
1	10	1	1	false	2	-5.0	1	9	1	1	false
1	9	1	1	false	1	-5.0	1	10	1	1	false
1	10	1	1	false	4	-5.0	2	10	1	1	false
2	10	1	1	false	1	0	2	10	1	1	false
2	10	1	1	false	5	0	2	10	1	1	false
2	10	1	1	false	1	0	2	10	1	1	false
2	10	1	1	false	5	0	2	10	1	1	false
2	10	1	1	false	2	-5.0	2	9	1	1	false
2	9	1	1	false	3	-5.0	1	9	1	1	false
1	9	1	1	false	5	0	1	9	1	1	false
1	9	1	1	false	4	-5.0	2	9	1	1	false
2	9	1	1	false	5	0	2	9	1	1	false
2	9	1	1	false	5	0	2	9	1	1	false
2	9	1	1	false	4	-5.0	3	9	1	1	false
3	9	1	1	false	5	0	3	9	1	1	false
3	9	1	1	false	5	0	3	9	1	1	false
3	9	1	1	false	4	0	3	9	1	1	false
3	9	1	1	false	5	0	3	9	1	1	false
3	9	1	1	false	1	-5.0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	4	-5.0	4	10	1	1	false
4	10	1	1	false	4	-5.0	5	10	1	1	false
5	10	1	1	false	3	-5.0	4	10	1	1	false
4	10	1	1	false	5	0	4	10	1	1	false
4	10	1	1	false	3	-5.0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	2	0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	4	-5.0	4	10	1	1	false
4	10	1	1	false	5	0	4	10	1	1	false
4	10	1	1	false	5	0	4	10	1	1	false
4	10	1	1	false	3	-5.0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	5	0	3	10	1	1	false
3	10	1	1	false	1	0	3	10	1	1	false
3	10	1	1	false	4	-5.0	4	10	1	1	false
4	10	1	1	false	1	0	4	10	1	1	false
4	10	1	1	false	2	-5.0	4	9	1	1	false
4	9	1	1	false	5	0	4	9	1	1	false
4	9	1	1	false	1	-5.0	4	10	1	1	false
4	10	1	1	false	4	-5.0	5	10	1	1	false
5	10	1	1	false	5	0	5	10	1	1	false
5	10	1	1	false	5	0	5	10	1	1	false
5	10	1	1	false	2	995.0	5	9	1	1	true
5	10	1	1	false	5	0	5	10	1	1	false
5	10	1	1	false	4	995.0	6	10	1	1	true
6	1	1	1	false	2	0	6	1	1	1	false
6	1	1	1	false	5	0	6	1	1	1	false
6	1	1	1	false	1	-5.0	6	2	1	1	false
6	2	1	1	false	1	995.0	6	3	1	1	true
6	2	1	1	false	3	-5.0	5	2	1	1	false
5	2	1	1	false	2	-5.0	5	1	1	1	false
5	1	1	1	false	4	-5.0	6	1	1	1	false
6	1	1	1	false	4	-5.0	7	1	1	1	false
7	1	1	1	false	4	-5.0	8	1	1	1	false
8	1	1	1	false	2	0	8	1	1	1	false
8	1	1	1	false	3	-5.0	7	1	1	1	false
7	1	1	1	false	1	995.0	7	2	1	1	true
6	3	1	1	false	3	995.0	5	3	1	1	true
6	4	1	1	false	2	0	6	4	1	1	false
6	4	1	1	false	1	0	6	4	1	1	false
6	4	1	1	false	5	0	6	4	1	1	false
6	4	1	1	false	3	0	6	4	1	1	false
6	4	1	1	false	2	0	6	4	1	1	false
6	4	1	1	false	3	995.0	5	4	1	1	true
6	5	1	1	false	3	-5.0	5	5	1	1	false
5	5	1	1	false	5	0	5	5	1	1	false
5	5	1	1	false	5	0	5	5	1	1	false
5	5	1	1	false	2	0	5	5	1	1	false
5	5	1	1	false	3	995.0	4	5	1	1	true
6	6	1	1	false	2	995.0	6	5	1	1	true
6	7	1	1	false	3	-5.0	5	7	1	1	false
5	7	1	1	false	4	-5.0	6	7	1	1	false
6	7	1	1	false	5	0	6	7	1	1	false
6	7	1	1	false	3	-5.0	5	7	1	1	false
5	7	1	1	false	1	-5.0	5	8	1	1	false
5	8	1	1	false	5	0	5	8	1	1	false
5	8	1	1	false	4	995.0	6	8	1	1	true
6	8	1	1	false	3	-5.0	5	8	1	1	false
5	8	1	1	false	5	0	5	8	1	1	false
5	8	1	1	false	4	995.0	6	8	1	1	true
6	9	1	1	false	4	995.0	7	9	1	1	true
6	10	1	1	false	4	995.0	6	10	1	1	true
7	1	1	1	false	3	-5.0	6	1	1	1	false
6	1	1	1	false	5	0	6	1	1	1	false
6	1	1	1	false	3	-5.0	5	1	1	1	false
5	1	1	1	false	5	0	5	1	1	1	false
5	1	1	1	false	4	-5.0	6	1	1	1	false
6	1	1	1	false	2	0	6	1	1	1	false
6	1	1	1	false	3	0	6	1	1	1	false
6	1	1	1	false	2	0	6	1	1	1	false
6	1	1	1	false	3	-5.0	5	1	1	1	false
5	1	1	1	false	4	-5.0	6	1	1	1	false
6	1	1	1	false	5	0	6	1	1	1	false
6	1	1	1	false	1	-5.0	6	2	1	1	false
6	2	1	1	false	4	995.0	7	2	1	1	true
7	2	1	1	false	1	-5.0	7	3	1	1	false
7	3	1	1	false	2	0	7	3	1	1	false
7	3	1	1	false	4	0	7	3	1	1	false
7	3	1	1	false	5	0	7	3	1	1	false
7	3	1	1	false	3	0	7	3	1	1	false
7	3	1	1	false	1	0	7	3	1	1	false
7	3	1	1	false	1	0	7	3	1	1	false
7	3	1	1	false	4	995.0	8	3	1	1	true
7	3	1	1	false	4	995.0	8	3	1	1	true
7	4	1	1	false	4	995.0	7	4	1	1	true
7	5	1	1	false	3	0	7	5	1	1	false
7	5	1	1	false	2	0	7	5	1	1	false
7	5	1	1	false	1	-5.0	7	6	1	1	false
7	6	1	1	false	5	0	7	6	1	1	false
